id;year;type_of_violence;conflict_name;latitude;longitude;country;region;date_start;date_end
149861;2014;3;Forces of the Caucasus Emirate - Civilians;43,2;46,883333;Russia (Soviet Union);Europe;2014-04-10;2014-04-10
149864;2014;1;Russia (Soviet Union):Caucasus Emirate;43,4;45,716667;Russia (Soviet Union);Europe;2014-04-09;2014-04-11
149866;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-04-12;2014-04-12
149868;2014;1;Ukraine:Donetsk;48,776492;37,778737;Ukraine;Europe;2014-04-13;2014-04-13
149874;2014;1;Russia (Soviet Union):Caucasus Emirate;42,9849;47,5046;Russia (Soviet Union);Europe;2014-04-15;2014-04-15
149876;2014;1;Ukraine:Donetsk;47,095833;37,549444;Ukraine;Europe;2014-04-16;2014-04-17
149879;2014;1;Ukraine:Donetsk;48,7067;37,6302;Ukraine;Europe;2014-04-16;2014-04-16
149966;2014;1;Russia (Soviet Union):Caucasus Emirate;43,2505;46,5851;Russia (Soviet Union);Europe;2014-04-17;2014-04-17
149973;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-04-20;2014-04-20
151288;2014;1;Azerbaijan:Nagorno-Karabakh;40;47;Azerbaijan;Europe;2014-11-20;2014-11-20
151289;2014;1;Azerbaijan:Nagorno-Karabakh;40,2;46,9;Azerbaijan;Europe;2014-12-08;2014-12-08
151291;2014;1;Azerbaijan:Nagorno-Karabakh;40;47;Azerbaijan;Europe;2014-11-21;2014-11-22
152957;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-04-24;2014-04-24
152958;2014;1;Russia (Soviet Union):Caucasus Emirate;43,2505;46,5851;Russia (Soviet Union);Europe;2014-04-24;2014-04-24
152960;2014;1;Russia (Soviet Union):Caucasus Emirate;42,059;48,2908;Russia (Soviet Union);Europe;2014-04-26;2014-04-26
152961;2014;1;Russia (Soviet Union):Caucasus Emirate;44,324649;44,7988;Russia (Soviet Union);Europe;2014-04-28;2014-04-28
153019;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-05-02;2014-05-02
153022;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-05-01;2014-05-01
153024;2014;1;Russia (Soviet Union):Caucasus Emirate;42,595681;47,717372;Russia (Soviet Union);Europe;2014-05-02;2014-05-02
153027;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-05-02;2014-05-02
153030;2014;2;Supporters of independence for Eastern Ukraine - Supporters of Ukrainian unity;46,466667;30,733333;Ukraine;Europe;2014-05-02;2014-05-02
153037;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-05-02;2014-05-02
153143;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-05-03;2014-05-03
153149;2014;1;Ukraine:Donetsk;48,817931;37,551012;Ukraine;Europe;2014-05-03;2014-05-03
153151;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-05-04;2014-05-04
153152;2014;1;Russia (Soviet Union):Caucasus Emirate;43,038462;46,071808;Russia (Soviet Union);Europe;2014-05-02;2014-05-02
153154;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-05-05;2014-05-05
153431;2014;1;Russia (Soviet Union):Caucasus Emirate;42,986463;47,402565;Russia (Soviet Union);Europe;2014-05-07;2014-05-07
153433;2014;1;Ukraine:Donetsk;48,716667;37,533333;Ukraine;Europe;2014-05-03;2014-05-03
153435;2014;1;Ukraine:Donetsk;47,095833;37,549444;Ukraine;Europe;2014-05-09;2014-05-09
153997;2014;1;Ukraine:Donetsk;48,462882;37,349593;Ukraine;Europe;2014-05-13;2014-05-13
154003;2014;1;Russia (Soviet Union):Caucasus Emirate;42,281667;46,991667;Russia (Soviet Union);Europe;2014-05-15;2014-05-15
154007;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-05-19;2014-05-19
154030;2014;1;Ukraine:Donetsk;47,595;37,4825;Ukraine;Europe;2014-05-21;2014-05-22
154031;2014;1;Ukraine:Lugansk;49,01;38,3714;Ukraine;Europe;2014-05-21;2014-05-22
154034;2014;1;Ukraine:Donetsk;48,1111;37,4884;Ukraine;Europe;2014-05-23;2014-05-23
154042;2014;1;Ukraine:Lugansk;49,0142;38,3;Ukraine;Europe;2014-05-22;2014-05-22
154046;2014;1;Russia (Soviet Union):Caucasus Emirate;43,4879;44,5895;Russia (Soviet Union);Europe;2014-05-24;2014-05-24
154047;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-05-24;2014-05-24
154048;2014;1;Ukraine:Lugansk;48,97;39;Ukraine;Europe;2014-05-25;2014-05-25
154049;2014;1;Ukraine:Donetsk;47,095833;37,549444;Ukraine;Europe;2014-05-25;2014-05-25
154050;2014;1;Ukraine:Donetsk;48,075;37,725556;Ukraine;Europe;2014-05-26;2014-05-27
154054;2014;1;Ukraine:Donetsk;48,3;38,05;Ukraine;Europe;2014-05-26;2014-05-27
154058;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-05-29;2014-05-29
154062;2014;1;Ukraine:Donetsk;47,866121;38,858509;Ukraine;Europe;2014-06-02;2014-06-02
154063;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-06-02;2014-06-02
154064;2014;1;Russia (Soviet Union):Caucasus Emirate;43,90084;46,681103;Russia (Soviet Union);Europe;2014-06-04;2014-06-04
154065;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-06-03;2014-06-04
154066;2014;1;Russia (Soviet Union):Caucasus Emirate;43,1;46,883333;Russia (Soviet Union);Europe;2014-01-01;2014-06-04
154067;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-06-05;2014-06-05
154068;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-06-06;2014-06-06
154069;2014;3;Forces of the Caucasus Emirate - Civilians;43,1953;46,8974;Russia (Soviet Union);Europe;2014-06-02;2014-06-02
154070;2014;1;Ukraine:Donetsk;48,7067;37,6302;Ukraine;Europe;2014-06-10;2014-06-10
154072;2014;1;Ukraine:Donetsk;47,095833;37,549444;Ukraine;Europe;2014-06-13;2014-06-13
154073;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-06-14;2014-06-14
154074;2014;1;Ukraine:Donetsk;48,621389;37,527778;Ukraine;Europe;2014-06-14;2014-06-14
154156;2014;1;Ukraine:Donetsk;47,095833;37,549444;Ukraine;Europe;2014-06-14;2014-06-14
154161;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-06-17;2014-06-17
154177;2014;1;Ukraine:Donetsk;48,669793;37,652631;Ukraine;Europe;2014-06-10;2014-06-10
154178;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-06-20;2014-06-20
154179;2014;1;Ukraine:Donetsk;48,985278;37,811111;Ukraine;Europe;2014-06-19;2014-06-20
154180;2014;1;Russia (Soviet Union):Caucasus Emirate;43,318;45,6982;Russia (Soviet Union);Europe;2014-06-22;2014-06-22
154181;2014;1;Russia (Soviet Union):Caucasus Emirate;43,16365;45,47469;Russia (Soviet Union);Europe;2014-06-22;2014-06-22
154182;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-06-24;2014-06-24
154183;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-06-23;2014-06-24
154404;2014;1;Ukraine:Donetsk;48,669793;37,652631;Ukraine;Europe;2014-06-24;2014-06-24
154405;2014;1;Ukraine:Donetsk;48,14;37,74;Ukraine;Europe;2014-06-24;2014-06-24
154406;2014;1;Russia (Soviet Union):Caucasus Emirate;42,059;48,2908;Russia (Soviet Union);Europe;2014-06-25;2014-06-26
154407;2014;1;Russia (Soviet Union):Caucasus Emirate;42,9849;47,5046;Russia (Soviet Union);Europe;2014-06-26;2014-06-26
154408;2014;1;Ukraine:Donetsk;48,716667;37,533333;Ukraine;Europe;2014-06-26;2014-06-27
154409;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-06-28;2014-06-28
154410;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-06-29;2014-06-29
154412;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-06-30;2014-07-01
154413;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-07-03;2014-07-03
154414;2014;1;Ukraine:Donetsk;48,853333;37,625;Ukraine;Europe;2014-07-04;2014-07-04
154628;2014;1;Russia (Soviet Union):Caucasus Emirate;43,2505;46,5851;Russia (Soviet Union);Europe;2014-07-09;2014-07-09
154632;2014;3;Forces of the Caucasus Emirate - Civilians;43,2038;46,8729;Russia (Soviet Union);Europe;2014-07-09;2014-07-09
154633;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-07-09;2014-07-10
154637;2014;1;Ukraine:Lugansk;48,80699;38,735538;Ukraine;Europe;2014-07-09;2014-07-09
154641;2014;1;Ukraine:Lugansk;47,848613;39,751691;Ukraine;Europe;2014-07-10;2014-07-11
154652;2014;1;Ukraine:Donetsk;48,1111;37,4884;Ukraine;Europe;2014-07-10;2014-07-11
154654;2014;1;Ukraine:Lugansk;47,914775;39,471546;Ukraine;Europe;2014-07-11;2014-07-11
154655;2014;1;Ukraine:Lugansk;48,92;39,02;Ukraine;Europe;2014-07-08;2014-07-10
154658;2014;1;Russia (Soviet Union):Caucasus Emirate;42,4343;45,9924;Russia (Soviet Union);Europe;2014-07-11;2014-07-11
154661;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-07-11;2014-07-11
154662;2014;1;Ukraine:Lugansk;47,95;39,14;Ukraine;Europe;2014-07-12;2014-07-12
154665;2014;1;Ukraine:Lugansk;48,215;39,7755;Ukraine;Europe;2014-07-12;2014-07-12
154666;2014;1;Ukraine:Donetsk;47,941669;37,504218;Ukraine;Europe;2014-07-11;2014-07-12
154667;2014;1;Ukraine:Donetsk;48,397804;37,843767;Ukraine;Europe;2014-07-11;2014-07-12
154669;2014;1;Ukraine:Lugansk;48,440496;38,815079;Ukraine;Europe;2014-07-11;2014-07-12
154670;2014;1;Ukraine:Donetsk;48,14;37,74;Ukraine;Europe;2014-07-11;2014-07-12
154671;2014;1;Ukraine:Lugansk;48,333333;39,933333;Russia (Soviet Union);Europe;2014-07-13;2014-07-13
154672;2014;1;Ukraine:Lugansk;48,587;39,184193;Ukraine;Europe;2014-07-13;2014-07-13
154674;2014;1;Ukraine:Lugansk;48,694329;39,453292;Ukraine;Europe;2014-07-02;2014-07-02
154675;2014;1;Ukraine:Lugansk;48,92;39,02;Ukraine;Europe;2014-07-14;2014-07-15
154676;2014;1;Ukraine:Donetsk;48,028278;38,765611;Ukraine;Europe;2014-07-15;2014-07-15
154677;2014;1;Ukraine:Lugansk;48,5036;39,82266;Ukraine;Europe;2014-07-14;2014-07-14
154679;2014;1;Ukraine:Donetsk;48,138378;38,639032;Ukraine;Europe;2014-07-17;2014-07-17
154683;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-07-21;2014-07-21
154684;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-07-20;2014-07-20
154686;2014;1;Ukraine:Donetsk;48,462882;37,349593;Ukraine;Europe;2014-07-22;2014-07-22
154687;2014;1;Ukraine:Lugansk;48,933333;38,5;Ukraine;Europe;2014-07-20;2014-07-22
154689;2014;1;Ukraine:Donetsk;48,14;37,74;Ukraine;Europe;2014-07-23;2014-07-24
154690;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-07-12;2014-07-12
154692;2014;1;Ukraine:Donetsk;48,3;38,05;Ukraine;Europe;2014-07-27;2014-07-27
154693;2014;1;Ukraine:Donetsk;47,922986;38,740539;Ukraine;Europe;2014-07-26;2014-07-26
154694;2014;1;Ukraine:Donetsk;48,3;38,05;Ukraine;Europe;2014-07-28;2014-07-28
154695;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-07-28;2014-07-28
154696;2014;1;Ukraine:Donetsk;48,127778;37,8625;Ukraine;Europe;2014-07-28;2014-07-29
154697;2014;1;Ukraine:Donetsk;48,14;37,74;Ukraine;Europe;2014-07-29;2014-07-30
154698;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-07-29;2014-07-29
154699;2014;1;Russia (Soviet Union):Caucasus Emirate;43,2854;44,8358;Russia (Soviet Union);Europe;2014-07-28;2014-07-28
154700;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-07-30;2014-07-31
154701;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-05-05;2014-07-31
154702;2014;1;Ukraine:Donetsk;48,046944;38,468611;Ukraine;Europe;2014-07-31;2014-08-01
154703;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-07-31;2014-08-01
154704;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-07-31;2014-08-01
154705;2014;1;Russia (Soviet Union):Caucasus Emirate;43,537;44,279;Russia (Soviet Union);Europe;2014-08-01;2014-08-01
154706;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-08-02;2014-08-03
154707;2014;1;Ukraine:Donetsk;47,94542;37,617341;Ukraine;Europe;2014-08-02;2014-08-03
154731;2014;1;Ukraine:Donetsk;48,127778;37,8625;Ukraine;Europe;2014-08-04;2014-08-04
154732;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-02;2014-08-02
154733;2014;1;Ukraine:Lugansk;48,6333;38,5167;Ukraine;Europe;2014-08-02;2014-08-02
154734;2014;1;Ukraine:Donetsk;48,14;37,74;Ukraine;Europe;2014-07-01;2014-08-03
154735;2014;1;Russia (Soviet Union):Caucasus Emirate;43,559424;43,427777;Russia (Soviet Union);Europe;2014-08-05;2014-08-05
154808;2014;1;Ukraine:Donetsk;47,825;38,295;Ukraine;Europe;2014-08-04;2014-08-04
154847;2014;1;Ukraine:Donetsk;47,933;38,936;Ukraine;Europe;2014-08-05;2014-08-05
154978;2014;1;Russia (Soviet Union):Caucasus Emirate;42,9849;47,5046;Russia (Soviet Union);Europe;2014-08-05;2014-08-05
154979;2014;1;Russia (Soviet Union):Caucasus Emirate;42,488172;46,737656;Russia (Soviet Union);Europe;2014-08-05;2014-08-05
154994;2014;1;Ukraine:Donetsk;48,3;38,05;Ukraine;Europe;2014-08-06;2014-08-06
154999;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-05;2014-08-05
155000;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-05;2014-08-06
155003;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-06;2014-08-07
155005;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-07;2014-08-07
155006;2014;1;Ukraine:Lugansk;48,92;39,02;Ukraine;Europe;2014-08-07;2014-08-08
155009;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-10;2014-08-10
155016;2014;1;Ukraine:Donetsk;47,92;37,68;Ukraine;Europe;2014-08-13;2014-08-13
155026;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-13;2014-08-13
155034;2014;1;Ukraine:Donetsk;48,14;37,74;Ukraine;Europe;2014-08-12;2014-08-13
155039;2014;1;Ukraine:Donetsk;47,8787;38,06;Ukraine;Europe;2014-08-14;2014-08-14
155043;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-12;2014-08-14
155045;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-13;2014-08-14
155050;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-14;2014-08-14
155052;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-14;2014-08-15
155056;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-08-14;2014-08-15
155057;2014;1;Ukraine:Donetsk;48,3;38,05;Ukraine;Europe;2014-08-14;2014-08-15
155058;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-16;2014-08-17
155061;2014;1;Ukraine:Lugansk;48,495;39,5;Ukraine;Europe;2014-08-18;2014-08-18
155066;2014;1;Ukraine:Lugansk;48,566667;39,3;Ukraine;Europe;2014-08-18;2014-08-18
155073;2014;1;Ukraine:Lugansk;48,6333;38,5167;Ukraine;Europe;2014-07-27;2014-08-18
155076;2014;1;Ukraine:Donetsk;48,3;38,05;Ukraine;Europe;2014-07-27;2014-08-10
155081;2014;1;Ukraine:Lugansk;48,92;39,02;Ukraine;Europe;2014-05-04;2014-08-17
155086;2014;1;Ukraine:Donetsk;48,14;37,74;Ukraine;Europe;2014-04-12;2014-08-17
155089;2014;1;Russia (Soviet Union):Caucasus Emirate;42,9849;47,5046;Russia (Soviet Union);Europe;2014-08-18;2014-08-19
155090;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-19;2014-08-20
155091;2014;1;Ukraine:Donetsk;47,926;38,194;Ukraine;Europe;2014-08-19;2014-08-19
155092;2014;1;Ukraine:Donetsk;47,926;38,194;Ukraine;Europe;2014-08-20;2014-08-20
155093;2014;1;Russia (Soviet Union):Caucasus Emirate;43,2505;46,5851;Russia (Soviet Union);Europe;2014-08-20;2014-08-20
155095;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-18;2014-08-20
155096;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-19;2014-08-21
155097;2014;1;Ukraine:Lugansk;48,92;39,02;Ukraine;Europe;2014-08-20;2014-08-21
155098;2014;1;Ukraine:Donetsk;47,8787;38,06;Ukraine;Europe;2014-08-20;2014-08-21
155099;2014;1;Russia (Soviet Union):Caucasus Emirate;43,2505;46,5851;Russia (Soviet Union);Europe;2014-08-22;2014-08-22
155100;2014;1;Ukraine:Donetsk;48,14;37,74;Ukraine;Europe;2014-08-23;2014-08-24
155101;2014;1;Russia (Soviet Union):Caucasus Emirate;43,25;46,583333;Russia (Soviet Union);Europe;2014-08-26;2014-08-26
155102;2014;1;Ukraine:Lugansk;48,85;39,845;Ukraine;Europe;2014-08-25;2014-08-25
155103;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-25;2014-08-26
155104;2014;1;Ukraine:Donetsk;47,926;38,194;Ukraine;Europe;2014-08-25;2014-09-02
155105;2014;1;Ukraine:Lugansk;48,85;39,845;Ukraine;Europe;2014-08-26;2014-08-26
155106;2014;1;Ukraine:Donetsk;47,753178;38,031628;Ukraine;Europe;2014-08-25;2014-08-26
155108;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-08-28;2014-08-28
155109;2014;1;Ukraine:Donetsk;48,028278;38,765611;Ukraine;Europe;2014-08-13;2014-08-13
155112;2014;1;Ukraine:Donetsk;47,095833;37,549444;Ukraine;Europe;2014-09-01;2014-09-01
155250;2014;1;Ukraine:Donetsk;48,216667;38,2;Ukraine;Europe;2014-09-02;2014-09-03
155251;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-09-02;2014-09-03
155252;2014;1;Ukraine:Donetsk;48,028278;38,765611;Ukraine;Europe;2014-08-06;2014-08-06
155254;2014;1;Russia (Soviet Union):Caucasus Emirate;42,31506;47,71099;Russia (Soviet Union);Europe;2014-09-05;2014-09-05
155255;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-09-04;2014-09-05
155258;2014;1;Russia (Soviet Union):Caucasus Emirate;43,2505;46,5851;Russia (Soviet Union);Europe;2014-09-05;2014-09-06
155259;2014;1;Ukraine:Donetsk;47,095833;37,549444;Ukraine;Europe;2014-09-06;2014-09-06
155262;2014;1;Ukraine:Donetsk;47,454601;37,864028;Ukraine;Europe;2014-09-05;2014-09-09
155264;2014;1;Ukraine:Donetsk;47,095833;37,549444;Ukraine;Europe;2014-09-05;2014-09-09
155266;2014;1;Ukraine:Donetsk;47,7263;38,1084;Ukraine;Europe;2014-08-25;2014-08-31
155267;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-09-14;2014-09-14
155268;2014;1;Ukraine:Donetsk;48,075;37,725556;Ukraine;Europe;2014-09-16;2014-09-16
155269;2014;1;Ukraine:Donetsk;48;37,805278;Ukraine;Europe;2014-09-16;2014-09-16
155270;2014;1;Ukraine:Donetsk;48,083333;38,066667;Ukraine;Europe;2014-09-16;2014-09-16
155272;2014;1;Ukraine:Donetsk;47,095833;37,549444;Ukraine;Europe;2014-09-16;2014-09-16
155274;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-09-17;2014-09-17
155275;2014;1;Ukraine:Novorossiya;48,113883;38,160326;Ukraine;Europe;2014-09-17;2014-09-17
155276;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-09-18;2014-09-18
155277;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-09-18;2014-09-19
155278;2014;1;Ukraine:Novorossiya;48,083333;38,066667;Ukraine;Europe;2014-09-18;2014-09-19
155279;2014;1;Ukraine:Novorossiya;48,15;38,65;Ukraine;Europe;2014-09-18;2014-09-19
155280;2014;1;Ukraine:Novorossiya;48,14;37,74;Ukraine;Europe;2014-09-20;2014-09-21
155281;2014;1;Russia (Soviet Union):Caucasus Emirate;42,9849;47,5046;Russia (Soviet Union);Europe;2014-09-25;2014-09-25
155282;2014;1;Ukraine:Novorossiya;48,721895;39,25145;Ukraine;Europe;2014-09-26;2014-09-26
155283;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-09-26;2014-09-27
155284;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-09-28;2014-09-29
155285;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-09-28;2014-09-29
155286;2014;1;Ukraine:Novorossiya;48,15;38,65;Ukraine;Europe;2014-09-28;2014-09-29
155287;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-01;2014-10-01
155288;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-10-01;2014-10-02
155289;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-02;2014-10-02
155290;2014;1;Russia (Soviet Union):Caucasus Emirate;43,1;46,883333;Russia (Soviet Union);Europe;2014-10-02;2014-10-02
155291;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-10-03;2014-10-03
155292;2014;1;Ukraine:Novorossiya;48,14;37,74;Ukraine;Europe;2014-10-02;2014-10-03
155293;2014;1;Ukraine:Novorossiya;48,92;39,02;Ukraine;Europe;2014-10-02;2014-10-03
155295;2014;1;Russia (Soviet Union):Caucasus Emirate;43,683333;43,533333;Russia (Soviet Union);Europe;2014-10-05;2014-10-05
155296;2014;1;Russia (Soviet Union):Caucasus Emirate;43,318;45,6982;Russia (Soviet Union);Europe;2014-10-05;2014-10-05
155297;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-10-04;2014-10-05
155316;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-10-05;2014-10-06
155317;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-06;2014-10-06
155329;2014;1;Ukraine:Novorossiya;48,683333;38,516667;Ukraine;Europe;2014-10-07;2014-10-07
155332;2014;1;Ukraine:Novorossiya;48,633333;38,38;Ukraine;Europe;2014-10-07;2014-10-07
155335;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-10-07;2014-10-07
155337;2014;1;Ukraine:Novorossiya;47,961389;37,646389;Ukraine;Europe;2014-10-06;2014-10-07
155340;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-06;2014-10-07
155347;2014;1;Russia (Soviet Union):Caucasus Emirate;42,589566;46,675548;Russia (Soviet Union);Europe;2014-10-08;2014-10-08
155349;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-08;2014-10-08
155351;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-10-08;2014-10-08
155352;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-09;2014-10-09
155355;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-10-10;2014-10-10
155358;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-09;2014-10-09
155361;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-10;2014-10-11
155362;2014;1;Ukraine:Novorossiya;48,633333;38,38;Ukraine;Europe;2014-10-10;2014-10-11
155363;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-11;2014-10-11
155364;2014;1;Russia (Soviet Union):Caucasus Emirate;42,7;47,55;Russia (Soviet Union);Europe;2014-10-11;2014-10-11
155365;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-10-13;2014-10-13
155366;2014;1;Ukraine:Novorossiya;48,333333;38,4;Ukraine;Europe;2014-10-13;2014-10-13
155369;2014;1;Ukraine:Novorossiya;47,18;37,69;Ukraine;Europe;2014-10-14;2014-10-14
155370;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-10-16;2014-10-16
155371;2014;1;Russia (Soviet Union):Caucasus Emirate;41,9258;47,9287;Russia (Soviet Union);Europe;2014-10-16;2014-10-16
155372;2014;1;Russia (Soviet Union):Caucasus Emirate;42,059;48,2908;Russia (Soviet Union);Europe;2014-10-16;2014-10-16
155373;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-17;2014-10-18
155374;2014;1;Ukraine:Novorossiya;48,15;38,65;Ukraine;Europe;2014-10-17;2014-10-18
155375;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-18;2014-10-19
155376;2014;1;Russia (Soviet Union):Caucasus Emirate;43,318;45,6982;Russia (Soviet Union);Europe;2014-10-18;2014-10-18
155377;2014;1;Ukraine:Novorossiya;48,92;39,02;Ukraine;Europe;2014-10-19;2014-10-20
155378;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-21;2014-10-22
155409;2014;1;Ukraine:Novorossiya;48,6789;38,9156;Ukraine;Europe;2014-10-26;2014-10-27
155411;2014;1;Ukraine:Novorossiya;48,15;38,65;Ukraine;Europe;2014-10-30;2014-10-30
155412;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-30;2014-10-30
155413;2014;1;Ukraine:Novorossiya;48,724788;38,63232;Ukraine;Europe;2014-10-30;2014-10-30
155415;2014;1;Ukraine:Novorossiya;48,15;38,65;Ukraine;Europe;2014-10-28;2014-10-28
155416;2014;1;Ukraine:Novorossiya;48;37,805278;Ukraine;Europe;2014-10-30;2014-10-31
155417;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-10-31;2014-11-01
155418;2014;1;Ukraine:Novorossiya;48,75;38,8;Ukraine;Europe;2014-10-31;2014-11-01
155419;2014;1;Russia (Soviet Union):Caucasus Emirate;42,9849;47,5046;Russia (Soviet Union);Europe;2014-10-31;2014-10-31
155420;2014;1;Russia (Soviet Union):Caucasus Emirate;43,583333;43,4;Russia (Soviet Union);Europe;2014-10-31;2014-10-31
155421;2014;1;Ukraine:Novorossiya;48,075;37,725556;Ukraine;Europe;2014-11-01;2014-11-02
